                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                0.53268,                0.37952,                0.80487,                0.92886,                0.93862,                0.95554,                0.78352,                 0.6387,                0.44251,                0.83273,             0.00048079,             0.00048079,             0.00048079
                    143,                 0.5195,                0.36226,                0.80558,                0.92558,                0.94863,                0.95623,                0.77161,                0.62445,                0.43931,                0.82935,             0.00047947,             0.00047947,             0.00047947
                    144,                0.53325,                0.37322,                0.81038,                 0.9392,                0.94519,                0.95551,                0.77467,                0.61662,                0.46638,                0.82911,             0.00047815,             0.00047815,             0.00047815
                    145,                0.52318,                0.36527,                0.79337,                0.93525,                0.93679,                0.94296,                0.77629,                0.61468,                0.48757,                0.82258,             0.00047682,             0.00047682,             0.00047682
                    146,                0.53013,                0.36134,                 0.8087,                0.92385,                0.93503,                0.94654,                  0.781,                0.62053,                0.46256,                 0.8203,              0.0004755,              0.0004755,              0.0004755
                    147,                0.52902,                 0.3801,                0.80621,                0.92402,                0.93537,                0.94636,                0.78671,                0.60379,                0.47143,                0.82233,             0.00047418,             0.00047418,             0.00047418
                    148,                0.54274,                  0.374,                0.80633,                0.93439,                0.92292,                0.94138,                0.76238,                0.66428,                0.48305,                0.83042,             0.00047286,             0.00047286,             0.00047286
                    149,                0.52935,                0.38572,                0.80852,                0.90809,                0.92173,                0.94127,                 0.7738,                 0.6074,                 0.4819,                0.82239,             0.00047154,             0.00047154,             0.00047154
                    150,                0.51965,                 0.3633,                0.80461,                0.91631,                0.94456,                0.94816,                0.78507,                0.59892,                0.46581,                0.81822,             0.00047022,             0.00047022,             0.00047022
                    151,                0.51003,                0.35409,                0.80232,                0.93321,                0.94456,                0.95726,                0.79479,                0.59205,                0.46173,                0.81679,              0.0004689,              0.0004689,              0.0004689
                    152,                0.51222,                0.35599,                0.80784,                0.93225,                0.92093,                0.94823,                0.79903,                0.56958,                0.49549,                 0.8187,             0.00046758,             0.00046758,             0.00046758
                    153,                 0.5131,                0.35998,                0.80712,                0.94177,                0.94986,                0.95529,                0.78709,                0.62172,                0.46366,                0.82361,             0.00046626,             0.00046626,             0.00046626
                    154,                0.51173,                0.35738,                0.80724,                0.93863,                0.93828,                0.95594,                0.78474,                0.61839,                0.46177,                 0.8237,             0.00046494,             0.00046494,             0.00046494
                    155,                0.49183,                0.36088,                0.80047,                0.94475,                0.93511,                0.95564,                 0.7854,                0.60067,                0.43443,                0.81868,             0.00046362,             0.00046362,             0.00046362
                    156,                0.48686,                0.34961,                0.80278,                0.93362,                0.92459,                0.95017,                0.78352,                0.59716,                0.45996,                0.81602,              0.0004623,              0.0004623,              0.0004623
                    157,                0.50021,                0.35948,                0.80574,                0.93716,                0.94954,                0.94755,                0.79142,                 0.5921,                0.45054,                0.82177,             0.00046098,             0.00046098,             0.00046098
                    158,                 0.5165,                0.36746,                0.79762,                0.92015,                0.93766,                0.95214,                0.77882,                0.62003,                0.46662,                0.82035,             0.00045966,             0.00045966,             0.00045966
                    159,                0.52704,                0.35902,                0.80279,                0.91629,                 0.9443,                0.94947,                 0.7868,                0.59165,                 0.4515,                0.81895,             0.00045834,             0.00045834,             0.00045834
                    160,                0.52696,                 0.3597,                0.80917,                0.94064,                0.93602,                 0.9442,                0.78083,                0.61168,                 0.4634,                 0.8238,             0.00045702,             0.00045702,             0.00045702
                    161,                0.50825,                0.35557,                0.79727,                0.93492,                0.94084,                0.94709,                0.77939,                0.58789,                0.44011,                  0.823,             0.00045569,             0.00045569,             0.00045569
                    162,                0.50574,                0.35394,                0.79971,                0.93354,                0.93793,                0.95224,                0.78813,                0.60938,                0.45063,                0.82337,             0.00045437,             0.00045437,             0.00045437
                    163,                0.52526,                0.36447,                0.80339,                0.91217,                0.94791,                0.95319,                0.79284,                0.60032,                0.43406,                0.82215,             0.00045305,             0.00045305,             0.00045305
                    164,                0.51978,                0.35876,                0.81672,                0.94221,                0.92661,                0.95362,                0.79345,                0.61919,                0.44408,                 0.8249,             0.00045173,             0.00045173,             0.00045173
                    165,                0.50195,                0.34673,                0.79803,                0.93091,                0.93671,                0.94736,                0.77801,                0.59128,                0.46201,                0.81975,             0.00045041,             0.00045041,             0.00045041
                    166,                 0.4855,                0.34641,                0.80286,                0.93063,                0.94434,                0.94628,                0.79019,                0.57191,                0.46996,                0.82025,             0.00044909,             0.00044909,             0.00044909
                    167,                0.52434,                 0.3531,                 0.8056,                0.94386,                0.92403,                0.95235,                  0.783,                0.59908,                0.46025,                0.82569,             0.00044777,             0.00044777,             0.00044777
                    168,                0.50722,                0.34904,                0.80241,                 0.9514,                0.92464,                0.95248,                0.78735,                0.60278,                0.45972,                0.82373,             0.00044645,             0.00044645,             0.00044645
                    169,                 0.5021,                0.35652,                0.80846,                 0.9416,                0.95118,                 0.9571,                0.79452,                0.60176,                0.43545,                0.82802,             0.00044513,             0.00044513,             0.00044513
                    170,                0.50122,                0.34834,                0.81295,                0.93944,                0.93833,                0.95802,                0.80154,                0.60033,                0.43244,                0.82779,             0.00044381,             0.00044381,             0.00044381
                    171,                0.48718,                0.34211,                0.79635,                0.94458,                0.94522,                0.96075,                0.78885,                0.61195,                0.42472,                0.82997,             0.00044249,             0.00044249,             0.00044249
                    172,                0.52044,                0.34655,                0.79956,                0.93085,                0.94994,                 0.9568,                0.79256,                0.59165,                0.43434,                0.82428,             0.00044117,             0.00044117,             0.00044117
                    173,                0.48845,                0.33621,                0.80244,                0.91782,                0.95313,                0.95265,                0.79804,                0.58781,                0.41968,                0.82287,             0.00043985,             0.00043985,             0.00043985
                    174,                0.50683,                0.34489,                0.80003,                0.94432,                0.92904,                0.95512,                0.79497,                0.61135,                0.43382,                 0.8254,             0.00043853,             0.00043853,             0.00043853
                    175,                 0.4939,                0.34475,                0.80623,                0.94118,                0.93081,                0.95723,                0.78248,                0.60331,                0.43666,                0.82265,             0.00043721,             0.00043721,             0.00043721
                    176,                0.48517,                0.33941,                0.80628,                0.91624,                0.93604,                0.95051,                0.77991,                 0.6038,                0.44965,                0.82069,             0.00043588,             0.00043588,             0.00043588
                    177,                0.46653,                 0.3314,                0.80343,                0.92708,                0.94524,                0.95691,                0.78408,                0.60378,                0.44076,                0.81988,             0.00043456,             0.00043456,             0.00043456
                    178,                0.47927,                0.33969,                0.80088,                0.92315,                0.94198,                0.95607,                0.78978,                0.61235,                0.43423,                 0.8223,             0.00043324,             0.00043324,             0.00043324
                    179,                0.49023,                 0.3448,                0.80169,                 0.9447,                0.92919,                0.95422,                0.79133,                0.59111,                0.43539,                0.82573,             0.00043192,             0.00043192,             0.00043192
                    180,                0.48095,                0.33905,                0.80491,                0.90625,                0.94023,                0.95536,                0.80035,                0.57962,                0.45084,                0.82492,              0.0004306,              0.0004306,              0.0004306
                    181,                0.47018,                0.32894,                0.81115,                0.94779,                0.92133,                0.95868,                0.79729,                0.59362,                0.42807,                0.82396,             0.00042928,             0.00042928,             0.00042928
                    182,                0.48464,                0.34029,                0.81063,                0.92957,                0.93171,                0.95412,                0.78596,                0.60627,                0.42028,                0.82939,             0.00042796,             0.00042796,             0.00042796
                    183,                0.49534,                0.34042,                0.80485,                0.93024,                0.92698,                0.95415,                0.79517,                0.59051,                0.44075,                0.82587,             0.00042664,             0.00042664,             0.00042664
                    184,                0.49944,                0.33666,                0.80853,                0.94725,                0.92342,                0.95218,                0.78992,                0.59593,                0.45556,                0.82315,             0.00042532,             0.00042532,             0.00042532
                    185,                0.48742,                0.33955,                 0.8047,                 0.9422,                0.94069,                 0.9489,                0.78136,                0.59914,                0.45279,                0.82728,               0.000424,               0.000424,               0.000424
                    186,                0.50255,                0.33162,                0.80364,                0.93754,                0.93316,                 0.9505,                 0.7805,                0.61322,                0.44636,                 0.8314,             0.00042268,             0.00042268,             0.00042268
                    187,                0.47916,                0.33294,                  0.802,                 0.9529,                0.91598,                0.95174,                0.79969,                0.58075,                0.44788,                0.82827,             0.00042136,             0.00042136,             0.00042136
                    188,                0.47556,                0.33417,                0.80709,                0.93916,                0.92859,                0.94955,                0.78988,                0.58183,                0.43883,                 0.8223,             0.00042004,             0.00042004,             0.00042004
                    189,                0.46019,                0.32973,                0.80129,                0.93718,                0.92613,                0.95451,                0.80109,                0.58871,                 0.4437,                0.82272,             0.00041872,             0.00041872,             0.00041872
                    190,                0.47086,                0.32236,                0.79297,                0.91614,                0.94289,                0.94645,                0.78675,                 0.5889,                 0.4599,                0.82375,              0.0004174,              0.0004174,              0.0004174
                    191,                0.47291,                0.32217,                0.80078,                0.92155,                0.94538,                0.94436,                0.78677,                0.60173,                 0.4391,                0.82498,             0.00041607,             0.00041607,             0.00041607
                    192,                0.47538,                0.32671,                 0.7966,                0.94581,                0.91593,                 0.9576,                0.79203,                0.61452,                0.42018,                0.82762,             0.00041475,             0.00041475,             0.00041475
                    193,                0.49085,                0.34161,                  0.808,                0.93915,                0.94344,                0.96351,                0.79418,                0.59932,                0.40942,                0.82473,             0.00041343,             0.00041343,             0.00041343
                    194,                 0.4677,                0.32918,                0.80497,                0.93215,                0.94988,                0.96521,                0.80207,                0.58935,                0.42409,                0.82325,             0.00041211,             0.00041211,             0.00041211
                    195,                0.46809,                0.33111,                0.80321,                0.94817,                0.92747,                0.95952,                0.79629,                 0.6057,                0.42199,                0.82602,             0.00041079,             0.00041079,             0.00041079
                    196,                0.47183,                0.32698,                0.80037,                0.94919,                0.93487,                0.95855,                0.79532,                0.60788,                0.42212,                0.82417,             0.00040947,             0.00040947,             0.00040947
                    197,                0.48123,                0.33062,                0.80293,                0.93885,                0.93887,                0.95832,                 0.8034,                0.58932,                0.41954,                0.82215,             0.00040815,             0.00040815,             0.00040815
                    198,                0.46611,                0.32775,                0.79427,                 0.9477,                 0.9283,                0.95578,                0.79842,                0.57955,                0.41295,                 0.8174,             0.00040683,             0.00040683,             0.00040683
                    199,                0.46888,                0.31624,                0.80672,                0.95612,                0.93295,                 0.9555,                0.80333,                0.57005,                0.41967,                0.82214,             0.00040551,             0.00040551,             0.00040551
                    200,                0.48307,                0.33103,                0.79903,                0.92466,                0.94573,                0.95331,                0.79732,                0.59189,                0.44252,                0.82779,             0.00040419,             0.00040419,             0.00040419
                    201,                0.46081,                 0.3269,                0.79619,                0.94162,                0.92703,                0.94788,                0.79169,                 0.5746,                0.44107,                0.83092,             0.00040287,             0.00040287,             0.00040287
                    202,                0.46396,                0.32073,                0.79201,                0.93714,                0.93536,                0.95547,                0.79811,                0.59205,                0.43297,                0.83332,             0.00040155,             0.00040155,             0.00040155
                    203,                0.47893,                0.33345,                0.78498,                 0.9314,                0.94619,                0.95557,                0.79588,                0.58148,                0.41193,                0.82544,             0.00040023,             0.00040023,             0.00040023
                    204,                0.45941,                0.33107,                0.80262,                0.94407,                 0.9149,                0.95153,                0.78907,                0.58115,                0.45123,                0.82557,             0.00039891,             0.00039891,             0.00039891
                    205,                0.46295,                0.32183,                0.80021,                0.92614,                  0.946,                0.95087,                 0.8012,                0.56776,                0.43839,                0.82622,             0.00039759,             0.00039759,             0.00039759
                    206,                0.46659,                0.31956,                0.80234,                0.91854,                0.95442,                 0.9502,                0.78994,                0.59821,                0.42783,                0.82922,             0.00039626,             0.00039626,             0.00039626
                    207,                 0.4717,                 0.3331,                0.79637,                0.93474,                0.92768,                0.95539,                0.79018,                 0.5973,                0.42677,                0.83137,             0.00039494,             0.00039494,             0.00039494
                    208,                0.46214,                0.30719,                0.78778,                0.93794,                0.95164,                0.96109,                0.79269,                0.60241,                0.41171,                0.82862,             0.00039362,             0.00039362,             0.00039362
                    209,                0.45831,                0.32886,                0.80502,                0.93113,                0.94353,                0.96529,                0.80088,                0.60418,                0.41299,                0.82657,              0.0003923,              0.0003923,              0.0003923
                    210,                0.48728,                0.32817,                0.80816,                0.91941,                0.94818,                 0.9615,                0.80543,                0.59276,                0.42864,                0.82507,             0.00039098,             0.00039098,             0.00039098
                    211,                0.45048,                0.31664,                 0.8039,                  0.917,                0.96178,                 0.9615,                0.80597,                0.58091,                0.41089,                0.82767,             0.00038966,             0.00038966,             0.00038966
                    212,                0.47177,                0.32678,                0.79974,                0.94294,                0.94299,                0.96834,                0.80452,                0.58213,                0.40826,                0.82554,             0.00038834,             0.00038834,             0.00038834
                    213,                0.46459,                0.31612,                0.79153,                0.92697,                0.96417,                0.97429,                0.81597,                0.58424,                0.38899,                0.82941,             0.00038702,             0.00038702,             0.00038702
                    214,                0.45611,                0.30586,                0.79652,                0.93335,                0.96485,                 0.9723,                0.81799,                0.57374,                0.37619,                0.82869,              0.0003857,              0.0003857,              0.0003857
                    215,                0.45029,                0.31039,                0.79483,                0.93591,                0.95856,                 0.9697,                0.81809,                0.56323,                0.38918,                0.82067,             0.00038438,             0.00038438,             0.00038438
                    216,                0.44959,                0.31022,                0.79621,                0.92207,                0.95495,                0.96757,                0.81462,                 0.5738,                0.39097,                0.82315,             0.00038306,             0.00038306,             0.00038306
                    217,                0.44379,                0.32105,                0.80073,                 0.9176,                0.96279,                 0.9611,                0.80427,                 0.5578,                0.41194,                0.81821,             0.00038174,             0.00038174,             0.00038174
                    218,                0.46818,                0.32285,                0.80083,                 0.9312,                0.94182,                 0.9566,                0.80452,                0.55881,                0.43856,                0.81475,             0.00038042,             0.00038042,             0.00038042
                    219,                0.46218,                0.31979,                0.80376,                0.93319,                0.92309,                0.94918,                0.79375,                0.58313,                0.45032,                0.81901,              0.0003791,              0.0003791,              0.0003791
                    220,                0.45532,                0.31114,                0.80047,                0.91519,                0.95313,                0.95208,                0.79048,                0.58755,                0.43323,                0.82181,             0.00037778,             0.00037778,             0.00037778
                    221,                0.45637,                0.31956,                0.79474,                0.94228,                0.93782,                0.95739,                0.80248,                0.57017,                 0.4244,                 0.8202,             0.00037645,             0.00037645,             0.00037645
                    222,                0.46292,                0.30646,                0.80413,                0.93978,                0.93383,                0.95774,                0.79484,                0.57505,                0.42098,                0.81955,             0.00037513,             0.00037513,             0.00037513
                    223,                0.44796,                0.31512,                0.80177,                0.94549,                0.92401,                0.95793,                0.80446,                0.55869,                0.41291,                0.82158,             0.00037381,             0.00037381,             0.00037381
                    224,                0.44786,                0.31182,                0.79759,                0.93507,                0.95299,                 0.9551,                0.80848,                0.54827,                0.40452,                0.82183,             0.00037249,             0.00037249,             0.00037249
                    225,                0.44724,                0.30492,                0.79452,                0.94296,                0.92755,                0.95938,                0.80012,                0.58047,                0.40588,                0.82767,             0.00037117,             0.00037117,             0.00037117
                    226,                0.45038,                0.29856,                0.79901,                0.92094,                0.95037,                 0.9594,                 0.8072,                0.54868,                0.41021,                0.82504,             0.00036985,             0.00036985,             0.00036985
                    227,                0.44118,                0.30374,                0.79205,                 0.9319,                0.93926,                0.95789,                0.80061,                0.57716,                0.42011,                0.82782,             0.00036853,             0.00036853,             0.00036853
                    228,                0.46106,                0.31389,                0.80763,                0.93148,                0.94763,                0.95209,                0.79513,                0.59185,                 0.4262,                0.83161,             0.00036721,             0.00036721,             0.00036721
                    229,                0.41906,                0.30573,                0.79473,                0.92617,                0.93947,                0.94451,                0.79029,                0.58019,                0.45065,                0.83046,             0.00036589,             0.00036589,             0.00036589
                    230,                0.43098,                0.31351,                0.79678,                0.93226,                0.93425,                 0.9506,                0.79829,                0.58302,                0.44096,                0.82229,             0.00036457,             0.00036457,             0.00036457
                    231,                0.44335,                0.30549,                0.79331,                0.93007,                0.93875,                0.95378,                 0.8019,                0.57073,                0.44771,                0.81989,             0.00036325,             0.00036325,             0.00036325
                    232,                0.44534,                 0.3081,                0.79366,                0.92599,                0.93918,                0.95448,                0.80136,                0.57642,                0.46412,                0.81855,             0.00036193,             0.00036193,             0.00036193
                    233,                0.44335,                0.31181,                0.79041,                0.92148,                0.93018,                0.95604,                0.80122,                0.59655,                0.45559,                0.82236,             0.00036061,             0.00036061,             0.00036061
                    234,                0.46241,                0.31103,                0.78849,                0.93925,                0.93369,                0.96283,                0.81289,                0.57844,                0.42356,                0.82099,             0.00035929,             0.00035929,             0.00035929
                    235,                0.44457,                0.31089,                0.79244,                0.93052,                0.95547,                0.96044,                0.80935,                0.56696,                0.41188,                0.82275,             0.00035797,             0.00035797,             0.00035797
                    236,                0.44546,                0.30668,                0.80483,                0.92832,                0.94809,                0.95605,                0.81175,                0.56347,                0.40325,                0.82379,             0.00035664,             0.00035664,             0.00035664
                    237,                0.43779,                0.29882,                0.78708,                0.91593,                0.94796,                0.94132,                0.79718,                0.56701,                0.45814,                0.81938,             0.00035532,             0.00035532,             0.00035532
                    238,                0.42821,                0.29349,                0.79195,                0.92295,                0.94473,                0.93707,                0.79163,                0.56867,                0.46349,                 0.8213,               0.000354,               0.000354,               0.000354
                    239,                0.46219,                0.30937,                0.79762,                0.92595,                0.93215,                0.93592,                0.78383,                0.55149,                0.47443,                0.81829,             0.00035268,             0.00035268,             0.00035268
                    240,                0.44818,                0.31717,                0.79497,                0.93528,                0.93649,                0.93821,                0.78734,                0.57651,                0.47449,                 0.8212,             0.00035136,             0.00035136,             0.00035136
                    241,                0.45316,                0.31851,                 0.7989,                0.92189,                0.94648,                0.93898,                0.78099,                 0.5771,                0.45674,                0.82272,             0.00035004,             0.00035004,             0.00035004
                    242,                0.44061,                0.30075,                0.79789,                0.92068,                0.93841,                0.94154,                0.78086,                0.57152,                0.46493,                0.82355,             0.00034872,             0.00034872,             0.00034872
                    243,                0.43935,                0.30544,                0.79505,                0.92618,                0.93881,                0.95666,                0.80728,                0.57135,                0.43512,                0.82173,              0.0003474,              0.0003474,              0.0003474
                    244,                 0.4479,                0.29935,                0.80383,                0.94716,                0.94188,                0.96123,                0.81284,                0.57419,                0.40917,                0.82104,             0.00034608,             0.00034608,             0.00034608
                    245,                0.44065,                0.29833,                0.79635,                0.94548,                0.92797,                0.95359,                0.80672,                0.57587,                0.45141,                0.82371,             0.00034476,             0.00034476,             0.00034476
                    246,                0.44956,                0.30445,                 0.8066,                0.94465,                0.92421,                0.94602,                0.78908,                 0.5772,                 0.4601,                 0.8199,             0.00034344,             0.00034344,             0.00034344
                    247,                0.45393,                0.30549,                0.79618,                0.92202,                0.93829,                0.94641,                0.79357,                0.57067,                0.46445,                0.81838,             0.00034212,             0.00034212,             0.00034212
                    248,                0.45124,                0.30023,                0.78662,                0.94345,                0.92327,                0.95259,                0.80653,                0.55171,                0.44326,                 0.8169,              0.0003408,              0.0003408,              0.0003408
                    249,                0.44116,                0.29125,                0.79231,                 0.9413,                0.93528,                0.95653,                0.81091,                0.55809,                0.42376,                 0.8229,             0.00033948,             0.00033948,             0.00033948
                    250,                0.43047,                0.29328,                 0.7922,                0.92456,                0.96086,                0.95948,                 0.8115,                0.56718,                0.41891,                0.82237,             0.00033816,             0.00033816,             0.00033816
                    251,                0.43446,                0.29068,                0.79443,                0.92947,                 0.9568,                0.95746,                0.80523,                0.57591,                0.41931,                0.81841,             0.00033683,             0.00033683,             0.00033683
                    252,                0.45088,                0.29874,                 0.7973,                0.93178,                0.94901,                0.95425,                0.80389,                0.56972,                0.42038,                0.81996,             0.00033551,             0.00033551,             0.00033551
                    253,                0.42271,                0.30406,                0.79321,                0.93427,                0.94806,                0.95225,                0.79443,                0.56852,                0.43608,                0.82091,             0.00033419,             0.00033419,             0.00033419
                    254,                 0.4365,                0.29922,                0.78982,                0.93854,                0.93122,                 0.9522,                0.80757,                0.57217,                0.43238,                0.82347,             0.00033287,             0.00033287,             0.00033287
                    255,                 0.4185,                 0.2966,                0.79379,                0.94179,                0.93466,                0.94339,                0.79737,                0.55434,                0.44312,                0.82141,             0.00033155,             0.00033155,             0.00033155
                    256,                0.43311,                0.29288,                0.79174,                0.93806,                0.93421,                0.94175,                0.79782,                0.55817,                0.43688,                 0.8224,             0.00033023,             0.00033023,             0.00033023
                    257,                0.42606,                0.29428,                0.80002,                0.94096,                0.91805,                 0.9425,                0.79343,                0.57431,                0.42983,                0.82099,             0.00032891,             0.00032891,             0.00032891
                    258,                0.44103,                0.28781,                0.79512,                0.93594,                0.93944,                0.94897,                0.80631,                0.55855,                0.43291,                0.82198,             0.00032759,             0.00032759,             0.00032759
                    259,                0.45341,                0.30209,                0.81017,                0.92728,                0.94348,                0.94654,                0.80205,                0.56036,                0.43413,                0.82083,             0.00032627,             0.00032627,             0.00032627
                    260,                0.44006,                0.31139,                0.79111,                 0.9257,                0.93567,                0.94351,                0.79692,                0.55878,                0.43107,                0.81923,             0.00032495,             0.00032495,             0.00032495
                    261,                0.42412,                0.29396,                0.79536,                0.93286,                0.94139,                0.95157,                0.80316,                0.56053,                 0.4192,                0.81962,             0.00032363,             0.00032363,             0.00032363
                    262,                0.42508,                0.29308,                0.79869,                0.94414,                0.93435,                0.96005,                0.80494,                0.57327,                0.39934,                 0.8198,             0.00032231,             0.00032231,             0.00032231
                    263,                0.42585,                 0.2963,                 0.7944,                0.93125,                0.93137,                0.95228,                 0.8024,                 0.5633,                0.42744,                0.82208,             0.00032099,             0.00032099,             0.00032099
                    264,                 0.4417,                0.29551,                0.78583,                0.94004,                0.92638,                0.95914,                0.80983,                0.57051,                0.42133,                0.82217,             0.00031967,             0.00031967,             0.00031967
                    265,                0.43126,                0.29338,                0.79323,                0.92499,                0.93378,                0.95454,                0.80222,                0.59093,                0.42721,                0.82681,             0.00031835,             0.00031835,             0.00031835
                    266,                0.42505,                0.29175,                0.79079,                0.92805,                0.93479,                  0.949,                0.80411,                0.56141,                 0.4328,                0.82414,             0.00031703,             0.00031703,             0.00031703
                    267,                0.40745,                0.27861,                0.79227,                0.93576,                0.93389,                0.95009,                0.80787,                0.55563,                0.42548,                0.81883,              0.0003157,              0.0003157,              0.0003157
                    268,                0.41908,                0.29421,                 0.7974,                0.93739,                0.94555,                0.95406,                 0.7998,                0.56564,                0.39548,                0.81753,             0.00031438,             0.00031438,             0.00031438
                    269,                0.41212,                0.28471,                0.79701,                0.94833,                0.94999,                0.95472,                0.80293,                0.56823,                0.39807,                0.82212,             0.00031306,             0.00031306,             0.00031306
                    270,                0.41815,                0.29432,                0.78781,                0.94591,                0.94764,                0.95401,                0.80295,                0.57388,                0.40048,                0.81811,             0.00031174,             0.00031174,             0.00031174
                    271,                 0.4029,                 0.2798,                0.79086,                0.93903,                0.95375,                0.95354,                0.80303,                0.55107,                0.39983,                0.81617,             0.00031042,             0.00031042,             0.00031042
                    272,                0.42219,                0.28895,                0.79538,                0.93414,                0.95056,                0.95405,                0.80288,                0.55527,                0.39519,                0.82021,              0.0003091,              0.0003091,              0.0003091
                    273,                0.41256,                0.28784,                0.78101,                0.93027,                0.94696,                0.95273,                0.80612,                0.55486,                0.40885,                0.81864,             0.00030778,             0.00030778,             0.00030778
                    274,                0.40143,                0.28092,                0.78376,                   0.94,                0.94001,                0.95483,                0.82197,                0.54321,                0.41154,                0.81925,             0.00030646,             0.00030646,             0.00030646
                    275,                0.41939,                0.28846,                0.79664,                0.93057,                0.94523,                0.95636,                0.80888,                0.56895,                0.41226,                0.82117,             0.00030514,             0.00030514,             0.00030514
                    276,                0.41639,                0.28331,                0.79037,                0.93806,                0.93949,                0.95853,                0.81132,                0.57008,                0.42282,                0.82038,             0.00030382,             0.00030382,             0.00030382
                    277,                 0.4243,                0.28776,                0.78306,                0.93891,                0.93177,                0.95697,                0.80408,                0.56088,                0.42033,                0.82081,              0.0003025,              0.0003025,              0.0003025
                    278,                0.42883,                0.28545,                0.79291,                0.93851,                0.94113,                0.95618,                0.80593,                0.56669,                0.42259,                0.82185,             0.00030118,             0.00030118,             0.00030118
                    279,                0.43269,                0.28835,                0.78693,                0.93298,                0.93534,                 0.9478,                0.78393,                0.58945,                0.44086,                0.82143,             0.00029986,             0.00029986,             0.00029986
                    280,                0.43451,                0.29057,                0.80279,                0.93454,                0.93829,                0.94443,                0.79452,                0.58825,                0.44094,                 0.8223,             0.00029854,             0.00029854,             0.00029854
                    281,                0.42025,                0.28457,                0.79506,                0.92367,                0.94402,                0.94067,                0.79087,                 0.5747,                 0.4288,                 0.8234,             0.00029722,             0.00029722,             0.00029722
                    282,                0.41137,                0.27687,                0.78146,                0.93477,                0.92922,                0.94237,                0.79263,                0.56025,                0.42688,                0.82343,             0.00029589,             0.00029589,             0.00029589
                    283,                0.42018,                0.28058,                0.79731,                  0.917,                0.94219,                0.94553,                0.79214,                 0.5747,                0.42353,                0.82684,             0.00029457,             0.00029457,             0.00029457
                    284,                0.42205,                0.27966,                0.77922,                0.93179,                0.93009,                0.94757,                 0.7962,                0.57038,                0.42048,                0.82473,             0.00029325,             0.00029325,             0.00029325
                    285,                0.40313,                0.27801,                0.78904,                0.93478,                0.94204,                0.94708,                0.80433,                0.54943,                0.41789,                0.82201,             0.00029193,             0.00029193,             0.00029193
                    286,                0.40582,                 0.2744,                0.79428,                0.92006,                0.94732,                0.94524,                0.80389,                0.56667,                0.43473,                0.82479,             0.00029061,             0.00029061,             0.00029061
                    287,                0.40145,                0.27437,                0.78361,                 0.9195,                0.95124,                0.94481,                 0.7949,                0.55935,                0.44404,                0.82256,             0.00028929,             0.00028929,             0.00028929
                    288,                0.39977,                0.28316,                0.78331,                0.91431,                0.94163,                0.94251,                0.78906,                0.57164,                0.45454,                0.82298,             0.00028797,             0.00028797,             0.00028797
                    289,                0.42061,                0.28755,                0.79551,                0.91934,                0.93822,                0.93543,                0.78154,                0.56752,                0.45044,                0.82078,             0.00028665,             0.00028665,             0.00028665
                    290,                0.40171,                0.27417,                0.79994,                0.91874,                0.95013,                0.94869,                0.80332,                0.55502,                0.41084,                0.82094,             0.00028533,             0.00028533,             0.00028533
                    291,                0.42505,                0.28603,                0.77962,                 0.9217,                0.94943,                0.94555,                0.79269,                0.56837,                0.41555,                0.82302,             0.00028401,             0.00028401,             0.00028401
                    292,                0.42031,                0.28272,                0.79348,                0.91584,                0.95187,                0.94682,                 0.8043,                0.55028,                0.41188,                0.82173,             0.00028269,             0.00028269,             0.00028269
                    293,                0.41126,                0.27651,                0.79766,                0.93305,                 0.9408,                0.94811,                0.80581,                0.56045,                0.40841,                0.82233,             0.00028137,             0.00028137,             0.00028137
                    294,                0.39499,                0.27755,                0.78264,                 0.9247,                0.94883,                0.94691,                0.79643,                0.55968,                0.39633,                0.82441,             0.00028005,             0.00028005,             0.00028005
                    295,                0.38691,                0.26866,                 0.7938,                0.92913,                0.94704,                0.95046,                0.80173,                0.55013,                0.39803,                0.82142,             0.00027873,             0.00027873,             0.00027873
                    296,                0.39843,                0.27326,                0.77751,                 0.9284,                0.94423,                0.95094,                0.80673,                0.55573,                0.41453,                0.81776,             0.00027741,             0.00027741,             0.00027741
                    297,                0.41412,                0.28413,                0.79538,                0.94574,                0.93351,                0.95443,                 0.8116,                0.55568,                0.40979,                0.81881,             0.00027608,             0.00027608,             0.00027608
                    298,                0.40586,                0.27808,                0.78216,                0.94524,                0.93895,                0.95594,                0.81865,                0.54664,                0.39449,                0.81848,             0.00027476,             0.00027476,             0.00027476
                    299,                0.39971,                0.27744,                0.77899,                0.93257,                0.94903,                0.95595,                0.81601,                 0.5569,                0.40471,                0.82184,             0.00027344,             0.00027344,             0.00027344
                    300,                0.39454,                0.26706,                0.78799,                0.92841,                0.93927,                0.95251,                0.80703,                 0.5531,                0.41127,                0.81999,             0.00027212,             0.00027212,             0.00027212
                    301,                0.41025,                0.26607,                0.78662,                0.92427,                0.95167,                0.94536,                0.80254,                0.55271,                0.41345,                 0.8225,              0.0002708,              0.0002708,              0.0002708
                    302,                0.38928,                 0.2676,                0.78845,                0.92585,                0.94067,                0.94359,                0.79777,                0.55925,                0.41388,                0.81934,             0.00026948,             0.00026948,             0.00026948
