                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                0.55496,                0.37999,                 0.8225,                0.93233,                0.90113,                0.94689,                0.77353,                0.63491,                0.47586,                0.85446,             0.00053229,             0.00053229,             0.00053229
                    104,                0.56211,                0.41215,                0.82362,                0.92423,                0.94207,                 0.9536,                0.76475,                0.64655,                0.47106,                0.85148,             0.00053097,             0.00053097,             0.00053097
                    105,                 0.5102,                0.36958,                0.81287,                0.90639,                0.93927,                0.94385,                0.76037,                0.62339,                0.47997,                0.85137,             0.00052965,             0.00052965,             0.00052965
                    106,                0.56301,                 0.3922,                0.81825,                0.91791,                0.94122,                0.94065,                0.75787,                0.62507,                 0.4896,                0.84976,             0.00052833,             0.00052833,             0.00052833
                    107,                0.53351,                0.37759,                0.81546,                0.90447,                0.93299,                0.94236,                0.76987,                0.62599,                0.50056,                0.84906,             0.00052701,             0.00052701,             0.00052701
                    108,                 0.5332,                0.37026,                 0.8099,                0.93067,                0.93313,                0.94648,                0.78047,                0.60812,                0.46553,                0.84994,             0.00052569,             0.00052569,             0.00052569
                    109,                 0.5398,                0.37999,                0.81446,                0.92361,                0.94868,                0.95009,                0.76623,                0.62748,                0.46296,                0.85003,             0.00052437,             0.00052437,             0.00052437
                    110,                0.54997,                0.37428,                0.81533,                0.92695,                 0.9369,                0.95626,                0.77342,                0.62744,                0.45449,                0.84925,             0.00052305,             0.00052305,             0.00052305
                    111,                 0.5167,                0.37119,                0.81441,                0.93401,                0.93416,                0.95561,                0.78682,                0.61667,                0.43498,                  0.848,             0.00052173,             0.00052173,             0.00052173
                    112,                0.53574,                0.37074,                0.81497,                0.94436,                0.93238,                 0.9547,                0.77714,                0.60232,                0.42405,                0.84927,             0.00052041,             0.00052041,             0.00052041
                    113,                0.52066,                0.36922,                0.80915,                0.94215,                0.93118,                0.94803,                0.76901,                0.62974,                0.44398,                0.84871,             0.00051909,             0.00051909,             0.00051909
                    114,                0.52895,                 0.3728,                 0.8137,                0.93907,                0.92482,                0.94427,                0.77241,                0.63867,                0.46273,                0.85233,             0.00051777,             0.00051777,             0.00051777
                    115,                0.53698,                0.38435,                0.81462,                0.93797,                0.91979,                0.95793,                0.78462,                0.61798,                0.45984,                0.84691,             0.00051644,             0.00051644,             0.00051644
                    116,                0.52836,                0.37599,                0.81673,                 0.9331,                0.91948,                0.95457,                0.78683,                0.60775,                0.45585,                0.84198,             0.00051512,             0.00051512,             0.00051512
                    117,                 0.5447,                 0.3763,                0.82525,                0.93242,                0.92042,                0.94607,                0.77778,                0.59483,                0.45183,                0.84402,              0.0005138,              0.0005138,              0.0005138
                    118,                0.51185,                0.35921,                0.80659,                0.94096,                 0.9112,                0.94401,                0.77446,                0.61116,                0.45024,                0.84486,             0.00051248,             0.00051248,             0.00051248
                    119,                0.50721,                0.35497,                0.81405,                0.94038,                0.91817,                0.94466,                0.78094,                0.59969,                0.43578,                0.83939,             0.00051116,             0.00051116,             0.00051116
                    120,                0.54292,                0.36918,                0.81373,                0.93151,                0.92426,                0.95469,                0.78531,                0.58135,                 0.4291,                0.84051,             0.00050984,             0.00050984,             0.00050984
                    121,                 0.5225,                0.37405,                0.81803,                0.94396,                0.93998,                0.95392,                0.78733,                0.58978,                0.42967,                0.85324,             0.00050852,             0.00050852,             0.00050852
