                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.41187,                0.34134,                0.79253,                0.94829,                0.93333,                0.94145,                0.83015,                0.54055,                0.48128,                0.80074,              0.0011554,              0.0011554,              0.0011554
                    157,                0.42262,                0.32845,                0.80666,                0.95376,                0.93333,                 0.9485,                0.83087,                 0.5268,                 0.4662,                0.79464,              0.0011521,              0.0011521,              0.0011521
                    158,                0.44966,                0.33972,                 0.7975,                0.95835,                0.93333,                0.95078,                0.83939,                0.47578,                0.43645,                0.79061,              0.0011488,              0.0011488,              0.0011488
                    159,                0.41512,                0.32118,                0.79332,                 0.9584,                0.93333,                0.95311,                0.83795,                0.49063,                0.43232,                0.78993,              0.0011455,              0.0011455,              0.0011455
                    160,                0.41734,                0.32545,                0.80667,                0.95276,                0.93333,                 0.9537,                0.83071,                0.46386,                0.42752,                0.79031,              0.0011422,              0.0011422,              0.0011422
                    161,                0.44926,                0.37614,                0.81513,                0.95512,                0.93333,                0.94935,                0.83721,                0.45361,                0.41902,                0.79048,              0.0011389,              0.0011389,              0.0011389
                    162,                0.46244,                0.35693,                 0.8043,                 0.9624,                0.93333,                0.95705,                0.81311,                0.50139,                0.41573,                0.79562,              0.0011356,              0.0011356,              0.0011356
                    163,                0.41272,                0.33765,                0.79335,                0.95672,                0.93333,                 0.9635,                0.80713,                 0.5633,                0.44217,                0.79802,              0.0011323,              0.0011323,              0.0011323
                    164,                0.43286,                0.34224,                0.79208,                0.95543,                0.93333,                0.97057,                0.82962,                0.49261,                 0.4399,                0.79037,               0.001129,               0.001129,               0.001129
                    165,                  0.456,                0.36425,                0.79462,                0.94303,                0.96032,                 0.9741,                0.84591,                0.49146,                0.42362,                0.78966,              0.0011257,              0.0011257,              0.0011257
                    166,                0.41908,                0.33667,                0.78564,                0.94305,                  0.964,                 0.9775,                0.83321,                0.55503,                 0.4235,                0.79445,              0.0011224,              0.0011224,              0.0011224
                    167,                0.41928,                0.33291,                 0.7927,                 0.9447,                0.96409,                0.97497,                0.82892,                0.53395,                0.43681,                0.79239,              0.0011191,              0.0011191,              0.0011191
                    168,                0.43984,                0.34698,                0.80727,                0.94634,                0.96313,                0.97125,                0.84677,                0.52319,                0.44992,                  0.792,              0.0011158,              0.0011158,              0.0011158
                    169,                 0.4105,                0.32358,                0.79582,                0.95333,                0.96241,                0.96898,                0.82925,                0.55111,                0.45316,                0.79515,              0.0011125,              0.0011125,              0.0011125
                    170,                0.42097,                0.32559,                0.78812,                0.95626,                0.96318,                0.96388,                0.82027,                0.55213,                0.44386,                0.79788,              0.0011092,              0.0011092,              0.0011092
                    171,                0.43574,                0.34152,                0.81561,                0.95183,                 0.9633,                0.96212,                0.82442,                0.53762,                0.43526,                0.79469,              0.0011059,              0.0011059,              0.0011059
                    172,                0.45218,                0.33959,                0.79466,                0.96316,                0.93333,                0.95325,                0.81743,                0.53888,                0.43301,                0.79134,              0.0011026,              0.0011026,              0.0011026
                    173,                0.41087,                0.33753,                0.79988,                0.96404,                0.93333,                0.95282,                0.82598,                0.56232,                0.43694,                0.79393,              0.0010993,              0.0010993,              0.0010993
                    174,                0.42585,                0.32846,                0.79485,                 0.9608,                0.93333,                0.95544,                0.84297,                 0.5379,                0.44464,                 0.7918,               0.001096,               0.001096,               0.001096
                    175,                 0.4114,                0.31431,                0.80049,                0.96344,                0.93333,                0.95423,                0.83718,                0.50637,                0.43527,                0.79131,              0.0010927,              0.0010927,              0.0010927
                    176,                0.43172,                0.33533,                0.81038,                0.95616,                0.93333,                0.95046,                0.83616,                0.53213,                0.45712,                0.79613,              0.0010894,              0.0010894,              0.0010894
                    177,                0.42881,                0.33835,                0.81508,                0.95161,                0.93333,                0.94719,                0.81853,                0.58444,                0.49222,                0.80091,              0.0010861,              0.0010861,              0.0010861
                    178,                0.39897,                0.31413,                0.78675,                0.95508,                0.93333,                0.95127,                0.82287,                0.55682,                0.47132,                0.79511,              0.0010828,              0.0010828,              0.0010828
                    179,                0.38108,                 0.3271,                0.78655,                0.95187,                0.93333,                0.95246,                0.83058,                0.50545,                0.43935,                0.79252,              0.0010795,              0.0010795,              0.0010795
                    180,                0.45066,                0.33313,                 0.7967,                0.95129,                0.93333,                0.95691,                 0.8395,                0.52605,                0.45529,                0.80015,              0.0010762,              0.0010762,              0.0010762
                    181,                0.45381,                0.33439,                0.80209,                0.95181,                0.93333,                0.96101,                0.83593,                0.52055,                0.44757,                0.79658,              0.0010729,              0.0010729,              0.0010729
                    182,                0.45957,                0.33184,                0.79365,                0.91928,                0.96667,                0.96559,                0.86259,                 0.5163,                0.41673,                0.79408,              0.0010696,              0.0010696,              0.0010696
                    183,                 0.4185,                0.30864,                0.78791,                0.96805,                0.95359,                 0.9702,                0.86877,                0.49435,                0.41043,                0.79332,              0.0010663,              0.0010663,              0.0010663
                    184,                0.43625,                0.32766,                0.78112,                0.96829,                0.96494,                0.97239,                0.86577,                0.50915,                0.39795,                0.79316,               0.001063,               0.001063,               0.001063
                    185,                0.42845,                0.32797,                0.80237,                0.96576,                0.96145,                0.97239,                0.85292,                0.52712,                0.38685,                0.79596,              0.0010597,              0.0010597,              0.0010597
                    186,                0.43201,                0.32058,                0.80925,                0.93012,                0.96667,                 0.9686,                0.83912,                0.54613,                0.43259,                0.79758,              0.0010564,              0.0010564,              0.0010564
                    187,                0.39497,                 0.3116,                0.80773,                0.93039,                0.96537,                 0.9674,                0.85737,                0.49263,                0.43756,                0.79288,              0.0010531,              0.0010531,              0.0010531
                    188,                0.43337,                0.34516,                0.80077,                0.92494,                0.96363,                 0.9636,                0.85262,                 0.4884,                 0.4261,                0.79381,              0.0010498,              0.0010498,              0.0010498
                    189,                0.41862,                  0.323,                0.79873,                0.92008,                0.96342,                0.96333,                0.84528,                0.49211,                0.43396,                0.79289,              0.0010465,              0.0010465,              0.0010465
                    190,                0.39214,                 0.3074,                0.79101,                0.90979,                0.96148,                0.96818,                 0.8433,                0.53774,                0.43753,                0.79561,              0.0010432,              0.0010432,              0.0010432
                    191,                0.43621,                0.32436,                 0.8251,                0.94937,                0.93333,                0.96965,                0.84447,                0.54948,                0.42079,                0.79403,              0.0010399,              0.0010399,              0.0010399
                    192,                0.39726,                0.30673,                0.79066,                0.96288,                0.93333,                0.97104,                0.85983,                0.50323,                0.41075,                0.79097,              0.0010366,              0.0010366,              0.0010366
                    193,                0.38532,                 0.2886,                0.79756,                0.96376,                0.93333,                0.97125,                0.85891,                0.49594,                0.40869,                0.79125,              0.0010333,              0.0010333,              0.0010333
                    194,                0.42512,                0.32357,                0.79757,                 0.9636,                0.93333,                0.96191,                0.84229,                0.51013,                0.43104,                0.79551,                0.00103,                0.00103,                0.00103
                    195,                0.43811,                0.33176,                0.81001,                0.96362,                0.93333,                0.95691,                 0.8278,                0.49325,                0.43787,                0.79619,              0.0010267,              0.0010267,              0.0010267
                    196,                0.43206,                0.31458,                 0.8109,                 0.9527,                0.93111,                0.95685,                0.83024,                0.49898,                0.45561,                0.79421,              0.0010234,              0.0010234,              0.0010234
                    197,                0.40682,                0.32122,                0.80406,                0.94934,                0.93093,                0.96027,                 0.8359,                  0.487,                0.44732,                0.79285,              0.0010201,              0.0010201,              0.0010201
                    198,                0.41603,                0.33027,                0.79962,                0.95735,                0.93327,                0.96548,                0.84994,                0.50069,                0.45237,                0.79165,              0.0010168,              0.0010168,              0.0010168
                    199,                0.39613,                0.31184,                0.78442,                0.96088,                0.93333,                0.96387,                0.83497,                0.50744,                0.44723,                0.79395,              0.0010135,              0.0010135,              0.0010135
                    200,                0.40646,                0.30912,                0.79324,                0.96489,                0.93333,                0.97263,                0.85013,                0.47327,                0.43439,                0.79127,              0.0010102,              0.0010102,              0.0010102
                    201,                0.41461,                0.32274,                 0.7908,                0.96463,                0.93333,                 0.9766,                 0.8614,                0.48013,                0.44621,                0.79114,              0.0010069,              0.0010069,              0.0010069
                    202,                0.41452,                 0.3093,                0.80042,                0.96111,                0.93333,                0.97522,                0.85415,                0.52246,                0.44042,                0.79555,              0.0010036,              0.0010036,              0.0010036
                    203,                0.40456,                0.30586,                 0.7861,                0.95921,                0.93333,                0.97348,                0.87147,                0.46854,                0.43678,                0.78889,              0.0010003,              0.0010003,              0.0010003
                    204,                0.41863,                0.31593,                0.79308,                0.95838,                0.93333,                0.96614,                0.84084,                0.48105,                0.43149,                0.78539,             0.00099697,             0.00099697,             0.00099697
                    205,                0.44744,                0.31677,                0.79911,                0.95919,                0.93333,                0.96333,                 0.8441,                0.50717,                0.45658,                0.78596,             0.00099367,             0.00099367,             0.00099367
                    206,                0.40017,                0.31281,                0.78977,                0.96115,                0.93333,                0.94879,                0.86449,                0.49614,                0.42949,                0.78866,             0.00099036,             0.00099036,             0.00099036
                    207,                0.41186,                0.30506,                0.80969,                0.96236,                0.93333,                 0.9486,                0.85954,                0.46588,                0.42351,                0.78792,             0.00098706,             0.00098706,             0.00098706
                    208,                0.40436,                0.31165,                0.78666,                0.96449,                0.93333,                0.95642,                0.85409,                0.47967,                0.44409,                0.78967,             0.00098376,             0.00098376,             0.00098376
                    209,                0.43022,                0.30751,                0.78983,                0.96529,                0.93333,                0.95775,                0.83166,                0.51079,                0.44817,                 0.7939,             0.00098046,             0.00098046,             0.00098046
                    210,                0.40236,                0.29989,                0.79935,                0.96466,                0.93333,                0.95744,                0.86636,                0.47349,                0.44254,                0.79187,             0.00097716,             0.00097716,             0.00097716
                    211,                0.41807,                 0.3056,                0.80182,                0.96439,                0.93333,                0.95744,                0.85053,                0.45877,                0.44548,                0.78839,             0.00097386,             0.00097386,             0.00097386
                    212,                0.40742,                0.30919,                0.81095,                0.96372,                0.93333,                0.95687,                0.83006,                0.53716,                0.47287,                0.79438,             0.00097056,             0.00097056,             0.00097056
                    213,                 0.3846,                0.28799,                 0.7864,                0.96466,                0.93333,                0.96076,                0.83434,                 0.5396,                0.45011,                0.79538,             0.00096726,             0.00096726,             0.00096726
                    214,                0.39563,                0.30461,                0.79444,                0.96334,                0.93333,                0.96027,                0.82706,                0.50308,                0.43256,                0.79298,             0.00096396,             0.00096396,             0.00096396
                    215,                0.36808,                0.30248,                0.80722,                 0.9648,                0.93333,                0.96005,                0.82916,                0.49752,                 0.4322,                 0.7919,             0.00096066,             0.00096066,             0.00096066
                    216,                0.39994,                0.30242,                0.81056,                0.96489,                0.93333,                0.95437,                0.81126,                0.56263,                0.44201,                0.79851,             0.00095736,             0.00095736,             0.00095736
                    217,                0.40377,                0.30691,                0.79753,                0.96478,                0.93333,                0.95291,                0.82924,                0.54136,                0.44034,                0.79674,             0.00095406,             0.00095406,             0.00095406
                    218,                0.40717,                0.31372,                0.78521,                0.96312,                0.93333,                 0.9493,                0.83977,                0.49158,                0.45039,                0.78994,             0.00095076,             0.00095076,             0.00095076
                    219,                0.42468,                0.32104,                0.77601,                0.96352,                0.93333,                0.95047,                0.82368,                0.51244,                0.45146,                0.79113,             0.00094746,             0.00094746,             0.00094746
                    220,                0.38078,                0.30157,                0.79163,                  0.964,                0.93333,                0.95337,                0.80893,                0.54768,                0.44114,                 0.7938,             0.00094416,             0.00094416,             0.00094416
                    221,                0.40543,                0.30286,                0.79574,                0.96216,                0.93333,                0.96458,                0.82223,                0.52623,                0.44565,                0.79384,             0.00094085,             0.00094085,             0.00094085
                    222,                0.38177,                 0.2947,                0.79486,                0.96141,                0.93333,                0.96768,                 0.8555,                0.53534,                0.43755,                0.79567,             0.00093755,             0.00093755,             0.00093755
                    223,                0.39115,                0.29767,                0.79287,                0.96117,                0.93333,                0.96928,                0.85085,                0.55426,                0.42435,                0.80036,             0.00093425,             0.00093425,             0.00093425
                    224,                  0.333,                0.27477,                 0.7864,                0.96032,                0.93333,                0.97312,                0.86688,                0.51976,                0.40844,                0.79861,             0.00093095,             0.00093095,             0.00093095
                    225,                0.37118,                 0.2879,                0.78862,                0.96004,                0.93333,                 0.9702,                0.86301,                0.50103,                0.40449,                0.79778,             0.00092765,             0.00092765,             0.00092765
                    226,                0.38387,                0.30933,                0.81065,                0.96147,                0.93333,                0.96976,                0.85385,                0.51736,                0.40584,                0.79317,             0.00092435,             0.00092435,             0.00092435
                    227,                0.39332,                0.30733,                0.78866,                0.96263,                0.93333,                0.97062,                0.85714,                0.52519,                0.39694,                0.79396,             0.00092105,             0.00092105,             0.00092105
                    228,                0.41795,                0.30993,                0.81624,                0.96108,                0.93333,                0.96355,                0.86043,                 0.4703,                0.38989,                0.78928,             0.00091775,             0.00091775,             0.00091775
                    229,                0.39966,                0.31088,                0.78584,                0.96189,                0.93333,                0.96411,                0.85875,                0.48734,                0.39035,                0.79123,             0.00091445,             0.00091445,             0.00091445
                    230,                0.36724,                0.29785,                0.78704,                0.96356,                0.93333,                0.96089,                0.83258,                0.52325,                 0.4204,                  0.793,             0.00091115,             0.00091115,             0.00091115
                    231,                0.40257,                0.29516,                0.80479,                 0.9645,                0.93333,                0.96144,                0.83109,                0.51234,                0.42473,                0.79371,             0.00090785,             0.00090785,             0.00090785
                    232,                0.37971,                0.30163,                0.78638,                0.96184,                0.93333,                 0.9571,                0.82962,                0.53202,                0.45886,                0.79799,             0.00090455,             0.00090455,             0.00090455
                    233,                0.39274,                0.30764,                0.79738,                0.95863,                0.93333,                0.96566,                0.84416,                0.55533,                0.46555,                0.80242,             0.00090125,             0.00090125,             0.00090125
                    234,                0.38122,                0.29623,                0.77459,                0.95866,                0.93333,                0.96556,                0.81613,                0.53171,                0.44488,                0.79895,             0.00089795,             0.00089795,             0.00089795
                    235,                0.37712,                 0.2986,                0.78276,                0.95964,                0.93333,                0.96492,                0.83108,                0.48096,                0.42651,                0.79144,             0.00089465,             0.00089465,             0.00089465
                    236,                0.37157,                0.31176,                0.78836,                0.96315,                0.93333,                0.94731,                0.83723,                0.46772,                 0.4315,                0.78582,             0.00089134,             0.00089134,             0.00089134
                    237,                 0.3751,                0.28357,                 0.7791,                0.96315,                0.93333,                0.94464,                0.81861,                0.48211,                0.44613,                0.78649,             0.00088804,             0.00088804,             0.00088804
                    238,                0.36481,                0.29062,                0.78978,                0.96364,                0.93333,                0.94684,                0.82142,                0.49013,                0.46395,                0.78349,             0.00088474,             0.00088474,             0.00088474
                    239,                0.36522,                0.29156,                0.79444,                0.96364,                0.93333,                0.94728,                0.82582,                0.46065,                0.44487,                0.78138,             0.00088144,             0.00088144,             0.00088144
                    240,                0.37188,                 0.2973,                0.77735,                0.96217,                0.93333,                0.95815,                0.82429,                0.48858,                0.39528,                0.78324,             0.00087814,             0.00087814,             0.00087814
                    241,                0.37647,                0.29092,                0.79637,                0.96098,                0.93333,                 0.9645,                0.80493,                0.51734,                0.38638,                0.78572,             0.00087484,             0.00087484,             0.00087484
                    242,                0.40314,                 0.2978,                0.78915,                0.95972,                0.93333,                0.97143,                0.83952,                0.48708,                0.37269,                0.78265,             0.00087154,             0.00087154,             0.00087154
                    243,                 0.3606,                0.28008,                 0.7966,                0.95974,                0.93333,                0.96722,                0.84662,                0.49223,                0.38176,                0.78357,             0.00086824,             0.00086824,             0.00086824
                    244,                 0.3575,                0.27952,                0.80686,                0.96199,                0.93333,                0.96157,                0.81272,                0.55966,                0.42536,                0.79236,             0.00086494,             0.00086494,             0.00086494
                    245,                0.38813,                0.29511,                0.78806,                0.96301,                0.93333,                0.95577,                0.83234,                0.52859,                 0.4233,                0.79049,             0.00086164,             0.00086164,             0.00086164
                    246,                0.36791,                0.28347,                0.77584,                0.96424,                0.93333,                0.95256,                0.84765,                0.50107,                0.42222,                0.79228,             0.00085834,             0.00085834,             0.00085834
                    247,                0.37022,                0.29141,                0.79188,                0.96385,                0.93333,                 0.9539,                0.85061,                0.49348,                0.42072,                0.79231,             0.00085504,             0.00085504,             0.00085504
                    248,                0.36913,                0.28896,                0.78365,                0.96396,                0.93333,                0.95712,                0.82836,                0.51836,                0.42142,                0.79509,             0.00085174,             0.00085174,             0.00085174
                    249,                0.36117,                0.28427,                0.80518,                0.96471,                0.93333,                0.95733,                 0.8457,                0.50522,                0.42472,                0.79343,             0.00084844,             0.00084844,             0.00084844
                    250,                0.34171,                0.28031,                0.78717,                0.96378,                0.93333,                0.95638,                0.83509,                0.52396,                0.44947,                0.79636,             0.00084514,             0.00084514,             0.00084514
                    251,                0.37226,                0.28976,                0.80128,                0.96293,                0.93333,                0.95712,                 0.8275,                0.53041,                   0.46,                0.79847,             0.00084184,             0.00084184,             0.00084184
                    252,                0.36504,                0.28224,                 0.7776,                0.96192,                0.93333,                0.93806,                0.84268,                0.52418,                0.47024,                 0.7939,             0.00083853,             0.00083853,             0.00083853
                    253,                0.34505,                0.27786,                 0.7834,                0.96227,                0.93333,                0.93938,                0.84155,                0.49501,                0.45084,                0.79093,             0.00083523,             0.00083523,             0.00083523
                    254,                 0.3472,                0.26854,                0.80833,                0.96421,                0.93333,                0.93938,                0.82757,                0.48681,                0.45578,                0.78994,             0.00083193,             0.00083193,             0.00083193
                    255,                0.37026,                0.29042,                0.79589,                 0.9645,                0.93333,                0.93938,                 0.8441,                  0.486,                0.44084,                 0.7896,             0.00082863,             0.00082863,             0.00082863
                    256,                0.33774,                0.27677,                0.76948,                0.96272,                0.93333,                0.93899,                0.84883,                0.47502,                0.44719,                0.79017,             0.00082533,             0.00082533,             0.00082533
                    257,                 0.3693,                0.28751,                0.78232,                0.96373,                0.93333,                 0.9398,                0.84063,                0.46302,                0.43065,                0.78693,             0.00082203,             0.00082203,             0.00082203
                    258,                0.36971,                 0.2855,                0.80717,                0.96446,                0.93333,                0.95888,                0.84345,                0.45219,                0.41668,                0.78659,             0.00081873,             0.00081873,             0.00081873
                    259,                0.34627,                0.27982,                0.78805,                0.96382,                0.93333,                0.96427,                0.87987,                0.44865,                0.40848,                0.78748,             0.00081543,             0.00081543,             0.00081543
                    260,                0.35206,                0.27553,                0.77316,                0.96417,                0.93333,                0.96731,                0.84264,                0.49749,                0.40497,                0.79535,             0.00081213,             0.00081213,             0.00081213
                    261,                0.35918,                0.27089,                0.78096,                0.96463,                0.93333,                  0.966,                0.87657,                0.45731,                0.39744,                 0.7927,             0.00080883,             0.00080883,             0.00080883
                    262,                 0.3465,                 0.2813,                0.78392,                0.96509,                0.93333,                0.96592,                0.85525,                0.45989,                 0.4178,                 0.7912,             0.00080553,             0.00080553,             0.00080553
                    263,                0.35099,                0.28839,                0.79394,                0.96509,                0.93333,                0.96413,                0.84595,                0.48918,                0.42413,                0.79085,             0.00080223,             0.00080223,             0.00080223
                    264,                0.34706,                0.26943,                0.78371,                0.96473,                0.93333,                0.96208,                0.86709,                0.50971,                 0.4382,                0.79522,             0.00079893,             0.00079893,             0.00079893
                    265,                0.36311,                 0.2873,                0.78064,                0.96446,                0.93333,                0.96196,                0.87745,                0.47791,                0.44709,                0.79462,             0.00079563,             0.00079563,             0.00079563
                    266,                 0.3379,                0.26877,                0.78866,                0.96516,                0.93333,                0.95867,                0.86644,                0.48687,                0.47181,                0.80054,             0.00079233,             0.00079233,             0.00079233
                    267,                0.37254,                0.29176,                0.80149,                0.96495,                0.93333,                0.95624,                0.84635,                0.50906,                0.46521,                0.80191,             0.00078902,             0.00078902,             0.00078902
                    268,                0.33992,                0.26952,                0.78684,                0.96343,                0.93333,                0.95665,                0.86186,                0.48868,                0.46392,                0.79751,             0.00078572,             0.00078572,             0.00078572
                    269,                 0.3334,                0.27348,                0.77437,                0.96276,                0.93333,                0.96045,                0.85397,                0.48976,                0.46645,                0.79675,             0.00078242,             0.00078242,             0.00078242
                    270,                0.35421,                 0.2717,                0.79107,                0.96234,                0.93333,                0.96045,                0.85593,                0.48407,                0.43628,                0.79188,             0.00077912,             0.00077912,             0.00077912
                    271,                0.34433,                0.27253,                0.78065,                 0.9624,                0.93333,                0.95992,                0.87035,                0.45833,                0.42716,                0.78792,             0.00077582,             0.00077582,             0.00077582
                    272,                0.37042,                 0.2805,                0.78197,                0.96118,                0.93333,                0.95645,                0.85283,                0.47476,                0.43264,                0.78905,             0.00077252,             0.00077252,             0.00077252
                    273,                0.36828,                0.27008,                0.78183,                0.96092,                0.93333,                0.95327,                0.82805,                0.49398,                0.43802,                0.79068,             0.00076922,             0.00076922,             0.00076922
                    274,                0.34177,                0.27757,                0.77715,                0.95279,                0.93333,                0.94698,                0.85393,                0.48372,                 0.4324,                0.78881,             0.00076592,             0.00076592,             0.00076592
                    275,                0.34176,                0.26558,                0.77983,                0.94702,                0.93333,                0.93574,                0.83959,                0.47927,                0.43908,                0.78921,             0.00076262,             0.00076262,             0.00076262
                    276,                0.35106,                  0.274,                0.78557,                0.93552,                0.93333,                0.93455,                0.82962,                0.49941,                0.46626,                0.79339,             0.00075932,             0.00075932,             0.00075932
                    277,                0.34099,                0.26947,                0.80722,                0.93377,                0.93333,                0.93274,                0.84006,                 0.4848,                0.46364,                 0.7921,             0.00075602,             0.00075602,             0.00075602
                    278,                0.36282,                 0.2829,                0.80147,                0.92862,                0.93333,                0.93666,                0.81065,                0.52534,                0.49801,                0.79325,             0.00075272,             0.00075272,             0.00075272
                    279,                0.34102,                 0.2798,                0.79899,                0.93273,                0.90243,                0.94036,                0.79699,                0.53459,                0.50808,                0.79251,             0.00074942,             0.00074942,             0.00074942
                    280,                0.33814,                0.27167,                0.80853,                0.93056,                 0.8646,                0.92129,                 0.7967,                0.51566,                 0.5613,                0.79083,             0.00074612,             0.00074612,             0.00074612
                    281,                0.34924,                0.27517,                0.77978,                0.95757,                0.83333,                0.91083,                0.81185,                0.51053,                0.58318,                0.79315,             0.00074282,             0.00074282,             0.00074282
                    282,                0.34075,                0.26765,                 0.7858,                0.95653,                0.83333,                0.90208,                0.80585,                0.51121,                0.55274,                0.79093,             0.00073951,             0.00073951,             0.00073951
                    283,                0.34568,                0.28374,                0.78944,                0.95719,                0.83333,                0.91806,                0.81242,                0.50541,                 0.5385,                0.79005,             0.00073621,             0.00073621,             0.00073621
                    284,                 0.3482,                 0.2805,                0.79904,                0.93793,                0.89751,                0.94093,                0.86548,                0.45356,                0.51923,                0.78868,             0.00073291,             0.00073291,             0.00073291
                    285,                0.34622,                0.27567,                0.78556,                0.94386,                    0.9,                0.93909,                0.85792,                0.45617,                0.51589,                0.78857,             0.00072961,             0.00072961,             0.00072961
                    286,                0.36074,                0.28307,                0.78925,                0.94181,                0.92991,                0.93898,                0.83486,                0.48308,                0.50124,                0.78945,             0.00072631,             0.00072631,             0.00072631
                    287,                 0.3567,                0.28185,                0.79056,                0.94784,                0.93067,                0.93675,                0.83578,                0.47728,                0.49836,                0.78855,             0.00072301,             0.00072301,             0.00072301
                    288,                0.35098,                0.27505,                0.78248,                0.95878,                0.93333,                0.93675,                0.84955,                0.45204,                0.47376,                0.78743,             0.00071971,             0.00071971,             0.00071971
                    289,                 0.3395,                0.26565,                0.78994,                0.96018,                0.93333,                0.93675,                0.84762,                0.45222,                0.48761,                0.78687,             0.00071641,             0.00071641,             0.00071641
                    290,                0.34864,                0.26328,                0.77909,                0.96221,                0.93333,                0.93553,                0.83059,                0.46975,                0.46811,                0.78758,             0.00071311,             0.00071311,             0.00071311
                    291,                0.35073,                0.27212,                0.80828,                0.96285,                0.93333,                0.93498,                0.82211,                 0.4614,                0.45462,                0.78612,             0.00070981,             0.00070981,             0.00070981
                    292,                0.34539,                0.27204,                0.78106,                0.96333,                0.93333,                0.93612,                0.84038,                0.45753,                0.47285,                0.78647,             0.00070651,             0.00070651,             0.00070651
                    293,                0.34462,                0.27179,                0.78904,                0.96354,                0.93333,                0.93831,                0.83711,                0.44824,                0.47379,                0.78566,             0.00070321,             0.00070321,             0.00070321
                    294,                0.32917,                0.26093,                0.77831,                0.96299,                0.93333,                0.93959,                0.84282,                0.42876,                0.43967,                0.78241,             0.00069991,             0.00069991,             0.00069991
                    295,                0.31863,                 0.2567,                0.78793,                0.96203,                0.93333,                0.93602,                 0.8508,                0.43269,                0.44688,                 0.7828,             0.00069661,             0.00069661,             0.00069661
                    296,                0.32539,                0.25441,                0.78788,                 0.9612,                0.93333,                0.93792,                0.84924,                0.43733,                0.46129,                0.78459,             0.00069331,             0.00069331,             0.00069331
                    297,                 0.3445,                0.27325,                0.77907,                0.96154,                0.93333,                0.94367,                0.85247,                0.44107,                0.44224,                0.78571,                0.00069,                0.00069,                0.00069
                    298,                0.34248,                0.27455,                0.79036,                0.96349,                0.93333,                0.94785,                0.85683,                0.45619,                0.43503,                0.78933,              0.0006867,              0.0006867,              0.0006867
                    299,                0.34887,                0.27333,                0.79442,                 0.9643,                0.93333,                0.94881,                0.84756,                 0.4586,                0.43346,                0.78734,              0.0006834,              0.0006834,              0.0006834
                    300,                0.34235,                0.27638,                0.78534,                0.96268,                0.93333,                 0.9599,                0.86018,                0.44345,                0.40888,                0.78417,              0.0006801,              0.0006801,              0.0006801
                    301,                0.35527,                0.26692,                0.78566,                0.96238,                0.93333,                0.95742,                0.84799,                 0.4428,                0.41736,                0.78464,              0.0006768,              0.0006768,              0.0006768
                    302,                   0.33,                0.27092,                0.76934,                0.96431,                0.93333,                0.95857,                0.84323,                0.48654,                0.40994,                0.78926,              0.0006735,              0.0006735,              0.0006735
                    303,                0.35874,                 0.2713,                0.79427,                0.96443,                0.93333,                0.95699,                0.85217,                0.47837,                 0.4186,                0.78928,              0.0006702,              0.0006702,              0.0006702
                    304,                0.34575,                0.27276,                 0.8123,                0.96213,                0.93333,                0.95388,                0.86609,                 0.4347,                0.39828,                0.78566,              0.0006669,              0.0006669,              0.0006669
                    305,                0.34373,                0.24829,                0.79117,                0.96302,                0.93333,                 0.9477,                 0.8549,                0.45797,                0.39798,                0.78612,              0.0006636,              0.0006636,              0.0006636
                    306,                 0.3467,                0.26166,                0.79308,                 0.9636,                0.93333,                0.95184,                0.83765,                0.52978,                0.42904,                0.79183,              0.0006603,              0.0006603,              0.0006603
                    307,                0.35183,                0.26728,                0.77673,                0.96319,                0.93333,                0.95338,                0.83552,                0.53635,                0.42006,                0.79065,               0.000657,               0.000657,               0.000657
                    308,                0.34614,                0.28016,                0.77975,                0.96221,                0.93333,                0.95943,                0.86704,                0.46952,                0.41336,                0.78355,              0.0006537,              0.0006537,              0.0006537
                    309,                0.33083,                0.26084,                0.78017,                0.96247,                0.93333,                 0.9516,                0.85476,                0.46258,                0.42548,                0.78272,              0.0006504,              0.0006504,              0.0006504
                    310,                0.33626,                0.26515,                0.76467,                0.96486,                0.93333,                0.95455,                0.84615,                0.50825,                0.42521,                0.78774,              0.0006471,              0.0006471,              0.0006471
                    311,                0.32819,                0.25839,                0.77417,                0.96395,                0.93333,                0.95405,                0.85176,                0.50652,                0.42382,                 0.7878,              0.0006438,              0.0006438,              0.0006438
                    312,                0.31643,                0.25544,                0.79006,                0.96295,                0.93333,                0.94825,                 0.8428,                0.44851,                0.41975,                0.78609,             0.00064049,             0.00064049,             0.00064049
                    313,                0.35333,                0.26172,                 0.7895,                0.96404,                0.93333,                0.94825,                0.86688,                0.43314,                0.41534,                0.78551,             0.00063719,             0.00063719,             0.00063719
                    314,                 0.3331,                0.24968,                0.78399,                0.96497,                0.93333,                0.95189,                0.85291,                0.45521,                0.42482,                0.78797,             0.00063389,             0.00063389,             0.00063389
                    315,                0.30493,                0.24682,                0.77744,                0.96536,                0.93333,                0.95308,                0.86067,                0.45899,                0.42496,                0.78739,             0.00063059,             0.00063059,             0.00063059
                    316,                0.31206,                0.24804,                0.77909,                0.96212,                0.93333,                0.95202,                 0.8627,                0.45399,                0.42775,                0.78546,             0.00062729,             0.00062729,             0.00062729
